crash_date,crash_level,crash_record,crash_address,crash_impaired,num_vehicles,acc_persons,pedestrians,latitude,longitude
1/27/2023 6:37,Property,20230056260,Couchville Pke & Reynolds Rd,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1157,-86.6501
1/27/2023 6:40,Property,20230056248,Briley Pkwy S Ext Ramp & Robertson Av,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1539,-86.8576
1/27/2023 6:55,Property,20230056290,Mm 213 5 I 40,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1401,-86.7233
1/27/2023 7:05,Injury,20230056308,Mcgavock Pke & Two Rivers Pkwy,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1832,-86.6775
1/27/2023 7:18,Injury,20230056332,Murfreesboro Pke & Lakevilla Dr,No Impaired Drivers,2 Vehicles,7 Persons,No Pedestrians,36.0765,-86.6407
1/27/2023 7:35,Property,20230056389,Briley Pkwyn & Glastonbury Rd,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.1373,-86.6995
1/27/2023 8:00,Injury,20230056432,I65 N Ent Ramp & I 65,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0873,-86.7627
1/27/2023 8:24,Property,20230056549,Old Smith Springs Rd & Smith Springs Rd,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0889,-86.6084
1/27/2023 8:48,Injury,20230056496,Lebanon Pke & Spence Ln,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1533,-86.7246
1/27/2023 8:55,Property,20230056518,Morton Av & Nolensville Pke,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1064,-86.7429
1/27/2023 8:58,Injury,20230056489,9th Avn & Garfield St,No Impaired Drivers,1 Vehicle,1 Person,1 Pedestrian,36.178,-86.7978
1/27/2023 9:27,Property,20230056557,Gallatin Pkes & E Old Hickory Blvd,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.2622,-86.7122
1/27/2023 9:57,Property,20230056656,Mm 212 1 I 40,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1467,-86.7428
1/27/2023 10:15,Property,20230056625,Ellington Pkwys & Ellington Pkwyn,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.1926,-86.753
1/27/2023 10:20,Injury,20230056684,26th Avn & Scovel St,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1693,-86.817
1/27/2023 10:40,Property,20230056714,Eastland Av & Gallatin Av,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1838,-86.7484
1/27/2023 11:50,Property,20230056790,16th Avs & Mcgavock St,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.153,-86.7921
1/27/2023 12:04,Injury,20230056888,Lebanon Pke & Shute Ln,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.2151,-86.6033
1/27/2023 12:37,Injury,20230056863,Grovedale Trc & Pin Hook Rd,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.0506,-86.6062
1/27/2023 14:31,Property,20230057380,Lebanon Pke & J B Estille Dr,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.1687,-86.6669
1/27/2023 14:32,Injury,20230057038,Anderson Rd & Creekview Dr,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.074,-86.6249
1/27/2023 14:34,Property,20230057177,Blair Blvd & Natchez Trc,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1315,-86.8119
1/27/2023 14:45,Property,20230057194,Mm 211 4 I 40,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1519,-86.7526
1/27/2023 14:53,Property,20230057067,Mm 211 5 I 40,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1514,-86.7512
1/27/2023 14:56,Property,20230057193,Stone Brook Dr & Old Hickory Blvd,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.0409,-86.7794
1/27/2023 14:59,Property,20230057247,Underwood St & Dr D B Todd Jr Blvd,No Impaired Drivers,2 Vehicles,1 Person,No Pedestrians,36.1732,-86.809
1/27/2023 15:01,Property,20230057170,Broadway & 15th Avn,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1553,-86.7906
1/27/2023 15:08,Injury,20230057123,Mm 86 3 I 65,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1919,-86.7805
1/27/2023 15:28,Property,20230057295,Donelson Pke & Donelson Pkes,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1365,-86.6638
1/27/2023 15:46,Property,20230057281,Grandview Av & Thompson Ln,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.111,-86.7468
1/27/2023 16:01,Injury,20230057189,Hamilton Church Rd & Murfreesboro Pke,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0648,-86.6285
1/27/2023 16:19,Injury,20230057227,Mm 7 2 I 440,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1253,-86.7339
1/27/2023 16:30,Property,20230057254,7th Avn & Church St,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1625,-86.7829
1/27/2023 16:30,Property,20230057270,West End Av & Park Dr,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1398,-86.8187
1/27/2023 16:36,Property,20230057258,Mm 209 6 I 40,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1492,-86.7833
1/27/2023 16:39,Property,20230057447,12th Avs & Edgehill Av,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1411,-86.7873
1/27/2023 16:54,Property,20230057291,Fesslers Ln & Fesslers Ln Pvtdr,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.1505,-86.7429
1/27/2023 17:00,Property,20230057526,Mm 52 8 I 24,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.1208,-86.7271
1/27/2023 17:08,Property,20230057427,Elm Hill Pke & Nelson Pl,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1492,-86.6682
1/27/2023 17:15,Property,20230057591,Woodmont Blvd & Hillsboro Pke,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.114,-86.8116
1/27/2023 17:35,Injury,20230057350,4600 Clarksville Pke,No Impaired Drivers,1 Vehicle,4 Persons,No Pedestrians,36.2392,-86.8307
1/27/2023 17:57,Injury,20230057371,Korean Veterans Blvd & 1st Avs,No Impaired Drivers,1 Vehicle,1 Person,1 Pedestrian,36.1583,-86.7719
1/27/2023 18:04,Injury,20230057384,Murfreesboro Pke & Bell Rd,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.073,-86.6373
1/27/2023 18:10,Injury,20230057392,Ewing Dr & Rich Acres Dr,No Impaired Drivers,3 Vehicles,5 Persons,No Pedestrians,36.2301,-86.7631
1/27/2023 18:20,Property,20230057516,Edge O Lake Dr & Dover Glen Pvtdr,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.0739,-86.6477
1/27/2023 18:20,Property,20230057939,East Thompson Ln & I24 E Ext Ramp,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1113,-86.7244
1/27/2023 19:09,Property,20230057458,Trousdale Dr & Briarwood Dr,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.0766,-86.7589
1/27/2023 19:10,Property,20230057463,Us Hwy 41 & Franklin Limestone Rd,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0944,-86.6533
1/27/2023 19:26,Property,20230057508,Harding Pl & Linbar Dr,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.0842,-86.7059
1/27/2023 20:40,Injury,20230057616,Kings Ln & Timothy Dr,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.218,-86.842
1/27/2023 20:50,Property,20230057627,Murfreesboro Pke & Thompson Pl,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1267,-86.7111
1/27/2023 20:52,Injury,20230057628,Murfreesboro Pke & I24 W Ext Ramp,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1348,-86.7237
1/27/2023 21:27,Injury,20230057690,Illinois Ave & 51st Ave N,Driver Impaired,2 Vehicles,2 Persons,No Pedestrians,36.1576,-86.8489
1/27/2023 21:42,Property,20230057844,Overby Dr & Ezell Rd,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.0775,-86.69
1/27/2023 22:05,Injury,20230057796,West End Av & Wilson Blvds,No Impaired Drivers,4 Vehicles,5 Persons,No Pedestrians,36.1314,-86.8343
1/27/2023 22:10,Injury,20230057808,Saunders Av & Hart Ln,No Impaired Drivers,2 Vehicles,6 Persons,No Pedestrians,36.216,-86.738
1/27/2023 22:35,Property,20230057875,Linbar Dr & Melmack Dr,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.0786,-86.6964
1/27/2023 22:40,Property,20230057904,Murfreesboro Pke & Vultee Blvd,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1252,-86.7092
1/27/2023 22:40,Property,20230058038,Humphreys St & Brown St,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.142,-86.7685
1/27/2023 22:44,Injury,20230057893,Cunniff Pkwy & Cunniff Ct,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.2832,-86.7405
1/27/2023 23:30,Property,20230058013,East Thompson Ln & Wimpole Dr,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.1246,-86.7151
1/27/2023 23:33,Property,20230058029,Old Murfreesboro Pke & Smith Springs Rd,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.0968,-86.6546
1/27/2023 23:53,Property,20230058134,8th Avs & Clark Pl,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1558,-86.7801
1/27/2023 23:57,Property,20230058148,Highway 70s & Coley Davis Rd,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.0796,-86.9535
1/28/2023 0:00,Injury,20230058253,31st Avn & 28th Avn,Driver Impaired,3 Vehicles,3 Persons,No Pedestrians,36.1493,-86.8171
1/28/2023 0:00,Injury,20230058283,Fairfax Ave & Us Hwy 431,Driver Impaired,1 Vehicle,1 Person,No Pedestrians,36.1342,-86.8011
1/28/2023 0:00,Injury,20230058366,Bell Rd & Murfreesboro Pke,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0719,-86.6362
1/28/2023 0:00,Injury,20230059470,Elm Hill Pke & Old Elm Hill Pke,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.1512,-86.6709
1/28/2023 0:00,Property,20230058807,Us Hwy 31e & E Palestine Ave,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.2498,-86.7191
1/28/2023 0:00,Property,20230059475,Lenore St & S 7th St,Driver Impaired,2 Vehicles,1 Person,No Pedestrians,36.1649,-86.7546
1/28/2023 0:19,Property,20230058129,Bell Rd & Hickory Hollow Mall Pvtdr Pl,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.0489,-86.6529
1/28/2023 0:20,Injury,20230058133,Murfreesboro Pke & Rural Hill Rd,No Impaired Drivers,3 Vehicles,6 Persons,No Pedestrians,36.0741,-86.6383
1/28/2023 0:30,Property,20230058932,Old Hickory Blvd & Chickering Rd,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.0508,-86.8799
1/28/2023 1:00,Injury,20230058191,Murfreesboro Pke & Thompson Pl,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1267,-86.7111
1/28/2023 1:15,Property,20230058276,Anderson Ln & Myatt Dr,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.2721,-86.6896
1/28/2023 2:00,Property,20230058711,Mt View Rd & Tru Long Dr,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.0669,-86.5998
1/28/2023 2:11,Property,20230058313,Big Horn Dr & Lebanon Pke,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.2154,-86.5885
1/28/2023 2:59,Property,20230058471,Lutie St & Miller St,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.117,-86.7406
1/28/2023 3:14,Property,20230058326,Old Hickory Blvd & Sonya Dr,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.1097,-86.9225
1/28/2023 3:50,Injury,20230058359,Mm 6 6 I440,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1238,-86.7473
1/28/2023 3:50,Property,20230058358,Mm 193 0 I 40,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.0773,-87.0122
1/28/2023 11:30,Injury,20230058751,Nolensville Pke & Mcclain Av,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1123,-86.7459
1/28/2023 12:00,Injury,20230058780,Lawson Dr & Legacy Dr,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0096,-86.6495
1/28/2023 12:00,Injury,20230058781,Bell Rd & Collins Park Dr,No Impaired Drivers,2 Vehicles,6 Persons,No Pedestrians,36.046,-86.6579
1/28/2023 12:17,Property,20230058669,13th Avs & George L Davis Blvd,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.156,-86.7889
1/28/2023 12:49,Injury,20230058812,14th Avn & Heiman St,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.1741,-86.8029
1/28/2023 13:17,Injury,20230058840,Mm 212 0 I 40,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1474,-86.7439
1/28/2023 13:20,Property,20230058843,I 65 & I 65,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.2258,-86.7773
1/28/2023 13:44,Property,20230058871,Gallatin Pken & Old Time Village Pvtdr,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.2635,-86.7118
1/28/2023 14:21,Injury,20230058892,Royal Pkwy & Emery Dr,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1517,-86.677
1/28/2023 14:34,Injury,20230058912,3063 Ewing Dr,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.2316,-86.7815
1/28/2023 14:40,Property,20230058996,Mm 42 1 I 24,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.2564,-86.7872
1/28/2023 14:53,Property,20230059016,Ocala Dr & Nolensville Pke,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.0515,-86.7144
1/28/2023 14:55,Property,20230058994,Mm 49 2 I 24,No Impaired Drivers,2 Vehicles,6 Persons,No Pedestrians,36.1634,-86.7619
1/28/2023 15:10,Property,20230058938,Mm 198 2 I 40,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.1007,-86.9349
1/28/2023 15:19,Injury,20230058940,Murfreesboro Pke & Bell Rd,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0709,-86.6352
1/28/2023 15:20,Property,20230058958,West End Av & Elliston Pl,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1506,-86.8009
1/28/2023 16:40,Property,20230059044,Nolensville Pke & Lutie St,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1179,-86.7487
1/28/2023 16:51,Injury,20230059060,Briley Pkwyn & Briley Pkwy,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.1382,-86.7
1/28/2023 17:25,Injury,20230059112,Gallatin Pken & Dupont Av,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.2668,-86.7109
1/28/2023 17:50,Injury,20230059140,Clarksville Pke & Harper Rd,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.325,-86.9148
1/28/2023 17:50,Property,20230059179,Hickory Villa Dr & Hickory Point Pvtdr,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0459,-86.7208
1/28/2023 17:56,Injury,20230059149,Davidson Rd & Post Rd,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1153,-86.8628
1/28/2023 18:17,Injury,20230059181,E Trinity Ln & Ellington Pkwyn,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.2047,-86.7501
1/28/2023 18:34,Property,20230059369,Mm 89 6 I 65,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.236,-86.763
1/28/2023 18:41,Property,20230059235,5th Avs & Broadway,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1599,-86.7781
1/28/2023 19:06,Injury,20230059244,12th Avs & Broadway,No Impaired Drivers,1 Vehicle,1 Person,1 Pedestrian,36.1566,-86.7875
1/28/2023 19:39,Property,20230059431,Bell Rd & Woodland Pointe Dr,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1231,-86.6305
1/28/2023 20:05,Injury,20230059328,Whites Creek Pke & Ellis Dr,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.366,-86.888
1/28/2023 20:08,Injury,20230059337,Hamilton Church Rd & Hobson Pke,No Impaired Drivers,3 Vehicles,4 Persons,No Pedestrians,36.0594,-86.5997
1/28/2023 20:56,Injury,20230059419,Hickory Hill Ln & Lebanon Pke,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1882,-86.6293
1/28/2023 21:20,Property,20230059554,Ewing Dr & Anna Ct,No Impaired Drivers,4 Vehicles,10 Persons,No Pedestrians,36.2315,-86.7794
1/28/2023 21:57,Property,20230059527,3710 Franklin Pke,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1063,-86.771
1/28/2023 22:11,Property,20230059547,Mm 89 4 I 65,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.2347,-86.7657
1/28/2023 22:35,Property,20230059793,Moorewood Dr & Wilmoth Rd,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.2357,-86.7749
1/28/2023 22:45,Property,20230059657,21st Avs & West End Av,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1505,-86.8012
1/28/2023 23:24,Property,20230059691,I24 E Ext Ramp & I 24,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1662,-86.7658
1/29/2023 0:00,Injury,20230060155,Millwood Dr & Murfreesboro Pke,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1297,-86.7144
1/29/2023 0:00,Property,20230060306,Nolensville Pke & Radnor St,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.1046,-86.742
1/29/2023 0:00,Property,20230060340,218 Verbena Dr,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.086,-86.7183
1/29/2023 0:00,Property,20230060364,I65 S Ent Ramp & I 65,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.1921,-86.78
1/29/2023 0:00,Property,20230060503,Murfreesboro Pke & Old Hickory Blvd,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.0382,-86.6017
1/29/2023 0:24,Injury,20230059798,Old Hickory Blvd & Overton St,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.2498,-86.6443
1/29/2023 1:00,Property,20230059937,Clifton Av & 27th Avn,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1586,-86.8168
1/29/2023 1:45,Property,20230059891,Mm 207 6 I 40,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1721,-86.8006
1/29/2023 2:10,Property,20230059911,Mm 49 8 I 24,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1546,-86.7585
1/29/2023 2:26,Injury,20230059926,17th Avs & Broadway,Driver Impaired,2 Vehicles,4 Persons,No Pedestrians,36.1533,-86.794
1/29/2023 3:00,Injury,20230059953,Cahal Av & Gallatin Av,Driver Impaired,3 Vehicles,7 Persons,No Pedestrians,36.1967,-86.7423
1/29/2023 3:00,Property,20230059958,Mm 205 4 I 40,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1551,-86.8299
1/29/2023 3:15,Property,20230059968,Sunrise Av & Nolensville Pke,Driver Impaired,2 Vehicles,4 Persons,No Pedestrians,36.104,-86.7415
1/29/2023 3:15,Property,20230059975,Old Harding Pke & Old Harding Pke Ramp,Driver Impaired,1 Vehicle,1 Person,No Pedestrians,36.0737,-86.9234
1/29/2023 3:45,Property,20230060034,4th Avs & Symphony Pl,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.1599,-86.7765
1/29/2023 4:24,Injury,20230060005,I24 W Ent Ramp & I 40,No Impaired Drivers,1 Vehicle,4 Persons,No Pedestrians,36.1531,-86.7648
1/29/2023 4:50,Injury,20230060070,Whites Creek Pke & Parmley Ln,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.2445,-86.8228
1/29/2023 5:10,Property,20230060040,Mm 57 8 I 24,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.0608,-86.6807
1/29/2023 5:25,Property,20230060046,Charlotte Pke & Charlotte Road Cir,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.1413,-86.8777
1/29/2023 5:29,Property,20230060053,Briley Pkwy N Ext Ramp & Marriott Dr,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1485,-86.6918
1/29/2023 5:57,Injury,20230060062,Mm 55 3 I 24,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.0905,-86.7034
1/29/2023 9:15,Injury,20230060262,Smith Springs Pkwy & Hobson Pke,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.0685,-86.5852
1/29/2023 9:19,Property,20230060250,Mm 59 1 I 24,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.0483,-86.6638
1/29/2023 10:18,Property,20230060308,N 8th St & Richardson Av,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1924,-86.7581
1/29/2023 12:30,Property,20230060439,Twin Oaks Ct & Twin Oaks Dr,No Impaired Drivers,2 Vehicles,6 Persons,No Pedestrians,36.1037,-86.7188
1/29/2023 12:35,Property,20230060467,I24 W Ext Ramp & I 24,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.173,-86.7686
1/29/2023 13:30,Property,20230060741,Cheyenne Blvd & Aideen Pl,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.2549,-86.6729
1/29/2023 14:00,Property,20230060550,Old Hickory Blvd & Hobson Pke,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0359,-86.6112
1/29/2023 14:15,Property,20230060572,Hillsboro Pke & Stokes Ln,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1196,-86.8088
1/29/2023 14:23,Property,20230060680,Mm 60 9 I 24,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.031,-86.6393
1/29/2023 15:16,Property,20230060789,Arta Dr & Nesbitt Dr,No Impaired Drivers,1 Vehicle,1 Person,No Pedestrians,36.2668,-86.7464
1/29/2023 17:55,Property,20230060838,I40 E Ent Ramp & I 24,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.1566,-86.7603
1/29/2023 18:12,Property,20230060926,I24 W Ent Ramp & I 24,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.2384,-86.7837
1/29/2023 19:13,Injury,20230060922,Briley Pkwys & Briley Pkwyn,No Impaired Drivers,2 Vehicles,1 Person,3 Pedestrians,36.195,-86.6876
1/29/2023 19:13,Injury,20230060936,Briley Pkwy S Ent Ramp & Briley Pkwys,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1956,-86.6878
1/30/2023 0:00,Injury,20230062493,Edge O Lake Dr & Sailboat Dr,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.0801,-86.6334
1/30/2023 0:00,Property,20230062780,I440 E Ent Ramp & I 440,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1347,-86.8203
1/30/2023 0:00,Property,20230063061,Elm St & 3rd Av,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.2606,-86.7085
1/30/2023 8:15,Property,20230062001,121 Us Hwy 31e,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.2508,-86.7184
1/30/2023 8:32,Property,20230063238,Rosa L Parks Blvd & I65 N Ent Ramp,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.184,-86.798
1/30/2023 14:55,Injury,20230062504,Murfreesboro Pke & Bell Rd,No Impaired Drivers,3 Vehicles,3 Persons,No Pedestrians,36.0719,-86.6362
1/30/2023 15:55,Injury,20230062610,Korean Veterans Blvd & S 2nd St,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1644,-86.7682
1/30/2023 16:15,Injury,20230062645,I40 W Ext Ramp & I 40,No Impaired Drivers,3 Vehicles,4 Persons,No Pedestrians,36.1122,-86.9227
1/30/2023 16:15,Injury,20230062773,Briley Pkwyn & Briley Pkwys,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1834,-86.8654
1/30/2023 16:41,Property,20230062737,Broadway & Division St,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1493,-86.7984
1/30/2023 17:24,Injury,20230062766,Broadway & 11th Avn,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.157,-86.7865
1/30/2023 19:20,Property,20230062989,George L Davis Blvd & Church St,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1584,-86.7906
1/30/2023 19:20,Property,20230063027,State Hwy 255 & Antioch Pike,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.0875,-86.6921
1/30/2023 19:45,Property,20230063246,I65 N Ext Ramp & I65 N Ent Ramp,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.2063,-86.7735
1/30/2023 20:17,Property,20230063073,Mm 215 1 I 40,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1442,-86.6931
1/30/2023 20:51,Property,20230063138,West End Av & 21st Avn,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.1509,-86.8004
1/31/2023 0:00,Injury,20230064083,Charlotte Av & 14th Avn,No Impaired Drivers,3 Vehicles,4 Persons,No Pedestrians,36.1607,-86.7938
1/31/2023 0:00,Injury,20230065196,Nolensville Pke & Fairlane Dr,No Impaired Drivers,2 Vehicles,5 Persons,No Pedestrians,36.0641,-86.7171
1/31/2023 0:00,Injury,20230065706,Cruzen St & Winford Av,No Impaired Drivers,1 Vehicle,3 Persons,No Pedestrians,36.1141,-86.753
1/31/2023 0:00,Property,20230063929,Pavilion Blvd & Plus Park Blvd,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.1326,-86.7228
1/31/2023 0:00,Property,20230063990,Vailview Dr & Richmond Hill Dr,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.2352,-86.7739
1/31/2023 0:00,Property,20230064806,Lebanon Pke & Bonnaspring Dr,No Impaired Drivers,2 Vehicles,3 Persons,No Pedestrians,36.1953,-86.6219
1/31/2023 0:00,Property,20230065201,Blakemore Av & Medical Center Dr,No Impaired Drivers,2 Vehicles,4 Persons,No Pedestrians,36.1376,-86.8011
1/31/2023 0:00,Property,20230065724,Kings Ln & Pewitt Rd,No Impaired Drivers,1 Vehicle,2 Persons,No Pedestrians,36.2186,-86.8361
1/31/2023 0:35,Injury,20230063617,Smith Springs Rd & Bell Rd,No Impaired Drivers,2 Vehicles,2 Persons,No Pedestrians,36.0903,-86.6265
